category,description,id,parkCode,title,url
Park Closure,"We are working to increase access to the park in a phased approach. Grounds, trails and parking lots are now open. Buildings and facilities, including the Visitor Center and Washington's Headquarters remain closed. Some restrooms are open.",B7D85FBE-B1B4-2297-8AA91B5F1147ED5B,vafo,"Phased reopening – some locations closed due to COVID-19 (June 5, 2020)",https://www.nps.gov/vafo/planyourvisit/conditions.htm
Park Closure,"Due to the COVID-19 pandemic and stay at home guidelines, vehicle access into the preserve has been temporarily suspended.",BEC77790-CBFC-0218-B965EC14DB5BDDFD,vall,Entrance Road Closed Until Further Notice,
Information,"While within preserve boundaries, the removal of any artifact, antler, obsidian,
and other mineral or plant material is strictly prohibited.",43398198-1DD8-B71B-0BC38266D0FEE4C1,vall,RESOURCE COLLECTING - All natural and cultural resources are protected,
Caution,"Hantavirus pulmonary disease is a rare but serious disease that humans can contract through contact with infected rodents or their urine, saliva, blood, or droppings. Reduce exposure by staying out of structures not open to the public.",39EEC6C4-1DD8-B71B-0B115E2D8F8CEA3B,vall,HANTAVIRUS PULMONARY DISEASE,http://www.cdc.gov/hantavirus/
Park Closure,We are working to increase access to the park in a phased approach. The Pearl Harbor Visitor Center is open. Park Theaters and USS Arizona Memorial remains closed. ,051C04D2-CFD3-D5B1-0842FE4ABA37653F,valr,Phased reopening – some locations closed due to COVID-19,https://www.nps.gov/valr/learn/management/upload/June-18-PERL-Phased-Recovery.pdf
Park Closure,"All public buildings, will be closed until further notice in accordance with CDC, state, and local public health guidance related to COVID-19.",EF17720E-EEDE-8D71-C3411EDA5947126A,vama,Vanderbilt Mansion National Historic Site is temporarily closed as of March 17th,https://www.nps.gov/aboutus/news/public-health-update.htm
Park Closure,"The park tour road is open for recreational activities from sunrise to sunset. Due to Covid-19, the park tour road remains closed to vehicular traffic. Additionally, the park's Visitor Center, USS Cairo Museum, and restrooms remain closed as well.",17E44E70-9556-2307-2E37C9147E0BEC59,vick,Park Tour Road Open for Recreation,https://www.nps.gov/vick/learn/news/vicksburg-national-military-park-is-modifying-operations-to-implement-local-health-guidance.htm
Park Closure,"North Union Avenue, Grant Avenue and the National Cemetery are closed to vehicles and pedestrians due to hazardous conditions. Entering these areas is prohibited. USS Cairo is accessible from Confederate Avenue.",B1295299-B965-EB4F-0019183A200ADFA1,vick,"North Union Avenue, Grant Avenue and the National Cemetery Closed",
Park Closure,"June 6, 2020. Restrooms, showers, trails, beaches, parking areas, and waters are open. Cruz Bay Visitor Center is closed. Programs are cancelled, Food service, watersports and rentals at Trunk Bay are closed. Only mooring fees are being collected.",5111010F-9D5A-C296-E3CBDEC629A002E9,viis,Virgin Islands National Park Public Health Update,
Park Closure,"The Rainy Lake Visitor Center, Kabetogama Lake Visitor Center, and Ash River Visitor Center are all currently closed and may be closed through the 2020 season.",55140E19-DBB0-C063-706E2062CA0E0102,voya,Visitor Centers Closed,https://www.nps.gov/voya/learn/news/voyageurs-national-park-is-beginning-to-increase-recreational-access-to-overnight-use.htm
Caution,The Cranberry Creek to Locator Lake trail is closed until further notice due to beaver damming and flooding which is making the trail impassable. Signs are posted at the trail entrance.,B7487AD4-1DD8-B71B-0BBB0AFBCE54E955,voya,Cranberry Creek to Locator Lake Trail is closed,https://www.nps.gov/voya/learn/news/voya-closes-cranberry-creek-to-locator-lake-trail-temporarily.htm
Information,The National Park Service is seeking public feedback and comments on the environmental assessment for a site development plan for the Kettle Falls Historic District in Voyageurs National Park.,9E2CBC70-CAA7-752B-B71612EC5E2E419B,voya,Voyageurs National Park Seeks Input on the Final Draft Environmental Assessment for Kettle Falls,https://www.nps.gov/voya/learn/news/voyageurs-national-park-seeks-input-on-the-final-draft-environmental-assessment-for-kettle-falls.htm
Information,"Please visit the Voyageurs National Park Association web page for information on how to enjoy Voyageurs, stay safe, and protect the park and others.",C11A4C54-B1E4-F57A-507FA19D565774EE,voya,Voyageurs National Park Association web page offers help planning trip to Voyageurs,https://www.voyageurs.org/visitorinfo
Caution,"The Arizona Game and Fish Department and the Arizona Department of Agriculture have confirmed rabbit hemorrhagic disease virus (RHDV2) in Arizona cottontails and black-tailed jackrabbits. As always, please do not approach any wildlife during your visit.",A65B8146-A7DB-3B78-82B06EE978B4B3A2,waca,Rabbit Hemorrhagic Disease Confirmed in Arizona,https://www.azgfd.com/rabbit-hemorrhagic-disease-confirmed-in-arizona/
Park Closure,Walnut Canyon has limited visitor access. The Rim Trail and public restrooms are open. The Island Trail and visitor center remain closed. The park's hours are 9:00 a.m. - 4:30 p.m. daily. Visitors must exit the park by 4:30 p.m.,AAB6D78D-B709-55D5-2B65507B8B3F3C91,waca,Walnut Canyon National Monument Limited Visitor Access,
Information,"The National Park Service (NPS) strives to ensure the safety of its visitors, employees, volunteers, and partners. Visit the following link for timely updates on the NPS response to Covid 19 - https://www.nps.gov/aboutus/news/public-health-update.htm",238A50FF-E457-0900-CC6C7819634341C8,waca,National Park Service - Novel Corona Virus Update,
Park Closure,"The park is working to increase access in a phased approach. The park’s trails, picnic area, and restrooms are open. The park’s dig shelter and bookstore remains closed. Please follow local area health orders and avoid crowding.",39032100-0F7E-3C45-397FCD96E4B1D756,waco,Phased reopening – some locations closed due to COVID-19,https://www.nps.gov/waco/planyourvisit/conditions.htm
Park Closure,"Following guidance from the CDC and recommendations from D.C. Public Health in consultation with NPS Public Health Service officers, the Washington Monument is temporarily closed as of Mar. 14. Updates will be posted to the park website and social media.",5FD246D2-BA22-01E9-165EFA10B645F9AF,wamo,Washington Monument is temporarily closed as of March 14,https://www.nps.gov/nama/planyourvisit/temporary-facilities-closure-advisory.htm
Park Closure,"Outdoor areas of the park are currently accessible to the public. In accordance with CDC and local health guidance, visitors should keep safe distances, limit gatherings to 25 people. The visitor center and the restrooms at Asan Beach and Ga’an are closed",139AEBF0-0A11-1A9D-A2ADE0691DFBB83B,wapa,Phased Reopening - services limited,
Information,Our parking lot cannot accommodate RV's or trailers. Please call the visitor center for options as we have a nearby lot for trailers to detach and are happy to help visitors in RV's plan their way to the park. RV's should NOT pull into the parking lot.,016CC9DB-1DD8-B71B-0B116D5332CAE19A,wefa,No Recreational Vehicle (RV) Parking,
Park Closure,"We are working to increase access to the park in a phased approach. Beginning June 10, 2020 Park Grounds and Parking Lot are open daily from 7am-5pm. All facilities, including restrooms, remain closed.  Check the Basic Information page for more details.",001A0CC1-FFD0-AA01-5ECFA723436D30B0,wefa,Phased reopening - some locations closed due to COVID-19,
Information,"Any portrait photography session (school photos, family portraits, engagement photos, etc.) requires a permit. Visit our Permits and Reservations Page for call 203-834-1896 x37 for more info. Photo sessions will not be permitted for the month of June.",29F510BF-C504-2AB6-9D0E3D90432C071D,wefa,Portrait Photography Requires a Permit,
Park Closure,"Following guidance from the CDC and recommendations from state and local public health in consultation with NPS Public Health Service officers, the White House Visitor Center is temporarily closed.",154D7254-DC01-1D7D-9C656DA0A351F482,whho,The White House Visitor Center is temporarily closed.,
Park Closure,"We are working to increase access to the park in a phased approach. Many trails, beaches, picnic areas and boat launches are open. The Visitors Center and some restrooms remain closed. ",5EB81884-DAD7-E76D-04E535EF6E0E0B1F,whis, Phased Reopening – Some Locations Closed Due to COVID-19,https://www.nps.gov/whis/planyourvisit/conditions.htm
Caution,The U.S. Bureau of Reclamation will be increasing the water flow to restore habitat and attract spring-run Chinook salmon at Whiskeytown Dam into Clear Creek.,6653E83B-0ACB-F380-8D7813B7996B80B6,whis,Use Extra Caution if You Plan to Enter Clear Creek Below the Dam,
Caution,"The Carr Fire has increased risks to visitors; falling trees, broken and hanging limbs, burned out stump holes, abandoned mine features, and loose rocks remain in much of the burned area. Remember to watch the ground you walk on, as well as above you.",68BDB9EE-DC59-B6E7-C66CCE00D9B4DD90,whis,Burned Area Safety Advisory,
Caution,Open areas of the park may be closed on short notice due to concern of possible debris flows during rain events. Smaller scale landslides and flood may occur anywhere within the park during rain events.,6B30A2BC-C722-BEDC-6EDB98B6A5B62913,whis,Weather Closures,
Information,Some areas of the park remain closed. Please check Current Conditions for road openings and the Plan Your Visit section to see what trails and campgrounds are currently open.,DBEA0934-CC7E-4A7D-11EB0D240D891D40,whis,Partial Closure due to Carr Fire,https://www.nps.gov/whis/carrfire.htm
Park Closure,"Following guidance from the CDC and recommendations from state and local public health in consultation with NPS Public Health Service officers, the Whitman Mission Visitor Center is temporarily closed.",540EED78-9E2F-31AE-701F9E836A0718F6,whmi,"Whitman Mission Visitor Center is temporarily closed as of March 18, 2020.",https://www.nps.gov/whmi/planyourvisit/conditions.htm
Park Closure,"We are working to increase access to the park in a phased approach. Whitman Mission National Historic Site grounds, restrooms, parking lot, and picnic shelter are open. The visitor center remains closed and water fountains are off. ",FCEF1C8E-90C3-D445-9557175B4CCA0592,whmi,Phased Reopening - Some Locations Closed due to COVID-19,https://www.nps.gov/whmi/planyourvisit/conditions.htm
Park Closure,"Following guidance from the CDC and recommendations from state and local public health in consultation with NPS Public Health Service officers, White Sands National Park is temporarily closed. This continues to be the most up to date status (6/23/2020).",5D793E7F-DE3E-DEEE-234567C50AD6D12C,whsa,"White Sands National Park is temporarily closed as of Sunday, March 22, 2020.",https://www.nps.gov/whsa/planyourvisit/conditions.htm
Information,From time to time the missile range that surrounds the park performs missile testing that may require the closure of the park or Highway 70. Please plan your visit around upcoming missile tests.,7708862B-0117-8FE9-A2A354BB310F7632,whsa,Park Closures,https://www.nps.gov/whsa/planyourvisit/park-closures.htm
Information,There is limited space for parking for recreational vehicles and trailers in the parking lot directly in front (south) of the visitor center. RVs are asked to not park in the lot behind the visitor center. There is no parking space for tractor trailers.,7756ED6A-F763-D59A-6141778B310E0FBD,whsa,RV and Tractor Trailer Parking at the Visitor Center,
